PDB	chains1	chains2	dG	PRODIGY	SKEMPI
1BRS	A	D	-13.4704	0	1
1BRS	A	D	-13.4704	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-17.5699	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.0278	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-18.9334	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BRS	A	D	-19.0888	0	1
1BUH	A	B	-9.7	1	0
1BVK	DE	F	-10.5	1	0
1BVN	P	T	-15.1	1	0
1C1Y	A	B	0	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C1Y	A	B	-8.07295	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1C4Z	ABC	D	-7.22787	0	1
1CBW	ABC	D	-10.7	1	0
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.5925	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7213	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CBW	FGH	I	-10.7422	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.1723	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2222	0	1
1CHO	EFG	I	-15.2307	0	1
1CHO	EFG	I	-15.2307	0	1
1CHO	EFG	I	-15.2307	0	1
1CHO	EFG	I	-15.2307	0	1
1CSE	E	I	-16.076	0	1
1CSE	E	I	-16.076	0	1
1CSE	E	I	-16.076	0	1
1CSE	E	I	-16.076	0	1
1CSE	E	I	-16.076	0	1
1CSE	E	I	-16.076	0	1
1CSO	E	I	-10.038	0	1
1CT0	E	I	-10.3565	0	1
1CT2	E	I	-11.2968	0	1
1CT4	E	I	-11.4648	0	1
1CZ8	HL	VW	-14.1252	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1CZ8	HL	VW	-inf	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-10.9944	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.1948	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.2838	0	1
1DAN	HL	UT	-11.4195	0	1
1DAN	HL	UT	-11.4195	0	1
1DAN	HL	UT	-11.4195	0	1
1DAN	HL	UT	-11.4195	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DAN	HL	UT	-16.4321	0	1
1DE4	AB	CF	-9.8	1	0
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
1DQJ	AB	C	-11.6659	0	1
